Source Location,Namespace,Key,Original,Translated
/Game/Vein/BuildObjects/Utilities/BO_Planter01_Small.BO_Planter01_Small.Name,,516023A54C56AE975076A289268FEA3E,Small Planter Var. 1,
/Game/Vein/BuildObjects/Utilities/BO_Planter02_Large.BO_Planter02_Large.Description,,22790EE44570987CF7FBC996796793FA,Creates a surface with which to grow crops.,
/Game/Vein/BuildObjects/Utilities/BO_Planter02_Large.BO_Planter02_Large.Name,,8C386CC74EB2ACE0CFAF25B76AA0A4A4,Large Planter Var. 2,
/Game/Vein/BuildObjects/Utilities/BO_Planter02_Medium.BO_Planter02_Medium.Description,,5CF96F5F4C1A4BBB06079E98BC563C0B,Creates a surface with which to grow crops.,
/Game/Vein/BuildObjects/Utilities/BO_Planter02_Medium.BO_Planter02_Medium.Name,,61DE20CA4B13D69BFFBD428E638FBFAB,Medium Planter Var. 2,
/Game/Vein/BuildObjects/Utilities/BO_Planter02_Single.BO_Planter02_Single.Description,,A2A625BA45801291F3CE979BD443CD1D,Creates a surface with which to grow one small crop.,
/Game/Vein/BuildObjects/Utilities/BO_Planter02_Single.BO_Planter02_Single.Name,,DAFED5C147E8C0C3A789A8971B823A1C,Flower Pot Var. 1,
/Game/Vein/BuildObjects/Utilities/BO_Planter02_Small.BO_Planter02_Small.Description,,74A7727144C440594C0E078F4DA02913,Creates a surface with which to grow crops.,
/Game/Vein/BuildObjects/Utilities/BO_Planter02_Small.BO_Planter02_Small.Name,,88D514104E84E627E37EB0B7A72194FA,Small Planter Var. 2,
/Game/Vein/BuildObjects/Utilities/BO_Planter03_Single.BO_Planter03_Single.Description,,53D53D0A4B1EEC57AE6289B03A7C20CC,Creates a surface with which to grow one small crop.,
/Game/Vein/BuildObjects/Utilities/BO_Planter03_Single.BO_Planter03_Single.Name,,1415E968480ED2E3AF06FDBF89B87A02,Flower Pot Var. 2,
/Game/Vein/BuildObjects/Utilities/BO_RainCollector.BO_RainCollector.Description,,B1F41B4E4366E65E76C70E90EAE29831,Collects rainwater during rain. Must be placed outside to function properly.,
/Game/Vein/BuildObjects/Utilities/BO_RainCollector.BO_RainCollector.Name,,1BD67AF3462102ADF7E0CAA0C1813C25,Rain Collector,
/Game/Vein/BuildObjects/Utilities/BO_ReinforcedWood_Shelf.BO_ReinforcedWood_Shelf.Description,,5B7FA96F419906C6E754F78AA11146A6,A reinforced wood shelf to store your crafted containers.,
/Game/Vein/BuildObjects/Utilities/BO_ReinforcedWood_Shelf.BO_ReinforcedWood_Shelf.Name,,D300E25545E0DAB99805A388FF2A439A,Reinforced Wood Shelf,
/Game/Vein/BuildObjects/Utilities/BO_ScrapMetal_Shelf.BO_ScrapMetal_Shelf.Description,,33BF683C467FAEDC0993A99F6D332F66,A sturdier shelf to store your crafted containers.,
/Game/Vein/BuildObjects/Utilities/BO_ScrapMetal_Shelf.BO_ScrapMetal_Shelf.Name,,7B9BE1A347497C9AA07AC4B441254307,Scrap Metal Shelf,
/Game/Vein/BuildObjects/Utilities/BO_SolarPanel.BO_SolarPanel.Description,,30102239412A8345F249FBA95CEA94D2,A scrap metal panel that produces electricity from photovoltaic cells.,
/Game/Vein/BuildObjects/Utilities/BO_SolarPanel.BO_SolarPanel.Name,,3D89C3ED4E497E97D32EAC9CE701FAF1,Makeshift Solar Panel,
/Game/Vein/BuildObjects/Utilities/BO_TrashBin.BO_TrashBin.Description,,1CF6191A471B6567F241E983D5F14008,Allows you to destroy items permanently.,
/Game/Vein/BuildObjects/Utilities/BO_WeatherGauge.BO_WeatherGauge.Description,,112974714C4890F2DE6CF1A980EAE88A,Allows you to determine the approximate weather.,
/Game/Vein/BuildObjects/Utilities/BO_WeatherGauge.BO_WeatherGauge.Name,,A91E6F0A48300D041829EA92C3D72A32,Weather Gauge,
/Game/Vein/BuildObjects/Utilities/BO_Well.BO_Well.Description,,343EEDEE49AAA9D52A725083E274F139,Collects groundwater. Refills slowly over time.,
/Game/Vein/BuildObjects/Utilities/BO_Well.BO_Well.Name,,4F198EDF43BE25C468841BBD115961F0,Well,
/Game/Vein/BuildObjects/Utilities/BO_WindTurbine.BO_WindTurbine.Description,,00E1BCB142739C36EC7B0FB2C232779E,I think you need more metal for this.,
/Game/Vein/BuildObjects/Utilities/BO_WindTurbine.BO_WindTurbine.Name,,952196A841E16DDD933441BC59C5F3D6,Wind Turbine,
/Game/Vein/BuildObjects/Utilities/BP_CompostBin.BP_CompostBin_C:Furniture_GEN_VARIABLE.UsableName,,31FB684B4166E567B8E0108D050F414C,Compost Bin,
/Game/Vein/BuildObjects/Utilities/BP_CompostBin.Default__BP_CompostBin_C:Inventory.HelpBodyText,,B51AF34F449DF947B0D66D844E38F41D,"Place compostable items in the compost bin, then seal the compost bin outside of the inventory.

Compost takes at least one in-game day to process, and up to five days for good quality compost.

The better the ingredients, the better the soil quality.

Meat, oil, eggs, and cooked or acidic food will make awful-quality soil.

Vegetables, non-citrus fruits, paper, and wood scrap make excellent-quality soil.",
/Game/Vein/BuildObjects/Utilities/BP_CompostBin.Default__BP_CompostBin_C:Inventory.HelpTitleText,,7C34A70F4DA628E8AC1D7EB5876F7E47,Composting,
/Game/Vein/BuildObjects/Utilities/BP_CompostBin.Default__BP_CompostBin_C:Inventory.Name,,1179B80A4B8B162E23E401AA67CAF74C,Compost Bin,
/Game/Vein/BuildObjects/Utilities/BP_Floodlight.BP_Floodlight_C:Furniture_GEN_VARIABLE.UsableName,,4A06BDA54136654B844DCF9A4FC0AF26,Floodlight,
/Game/Vein/BuildObjects/Utilities/BP_Floodlight.BP_Floodlight_C:InlineSwitch_GEN_VARIABLE.UsableName,,9FC666D440688379D49D52BB1CCCD2F9,Floodlight,
/Game/Vein/BuildObjects/Utilities/BP_Freezer_Makeshift.BP_Freezer_Makeshift_C:Furniture_GEN_VARIABLE.UsableName,,A4EC244A48DED4B94C6AE0A9E05893C4,Makeshift Freezer,
/Game/Vein/BuildObjects/Utilities/BP_Freezer_Makeshift.BP_Freezer_Makeshift_C:Wireable_GEN_VARIABLE.UsableName,,0C61D9844A7C43A1A4367699860E7FC4,Makeshift Freezer,
/Game/Vein/BuildObjects/Utilities/BP_Freezer_Makeshift.Default__BP_Freezer_Makeshift_C:Inventory.Name,,F098E0F24C8994A519A8D092480ADE16,Makeshift Freezer,
/Game/Vein/BuildObjects/Utilities/BP_Fridge_Makeshift.BP_Fridge_Makeshift_C:Furniture_GEN_VARIABLE.UsableName,,F2F4B790487F0B705D030F94A6D768A0,Makeshift Fridge,
/Game/Vein/BuildObjects/Utilities/BP_Fridge_Makeshift.BP_Fridge_Makeshift_C:Wireable_GEN_VARIABLE.UsableName,,861C3D0B4C6504B018CD8CB9F3C3A352,Makeshift Fridge,
/Game/Vein/BuildObjects/Utilities/BP_Garden01_Large.BP_Garden01_Large_C:Furniture_GEN_VARIABLE.UsableName,,E7CE318F4CAE61140FF47BA5FC8CDA48,Garden (Large),
/Game/Vein/BuildObjects/Utilities/BP_Garden01_Large.Default__BP_Garden01_Large_C:Planter.UsableName,,F37F3CFE47AC4D214928DABCDDABB253,Garden (Large),
/Game/Vein/BuildObjects/Utilities/BP_InsulatedRainCollector.BP_InsulatedRainCollector_C:Furniture_GEN_VARIABLE.UsableName,,B9B30A574201DBEC7BDE3B84DEDC7E84,Insulated Rain Collector,
/Game/Vein/BuildObjects/Utilities/BP_MakeshiftSprinkler.Default__BP_MakeshiftSprinkler_C:Switch.SetText,,BB2E1D9948D59FE4ED696C8D48A44266,Turn {OnOrOff},
/Game/Vein/BuildObjects/Utilities/BP_MakeshiftSprinkler.Default__BP_MakeshiftSprinkler_C:Switch.UsableName,,DAF158C84BC8A52DE127A1B348FF9D9B,Sprinkler,
/Game/Vein/BuildObjects/Utilities/BP_MakeshiftSprinkler.Default__BP_MakeshiftSprinkler_C:Wireable.UsableName,,3E0652C94AE04B5EE53235AA458D8BC6,Sprinkler,
/Game/Vein/BuildObjects/Utilities/BP_Planter01_Large.BP_Planter01_Large_C:Furniture_GEN_VARIABLE.UsableName,,061DA10D43E5A2964BC25DAD981D8CA8,Planter (Large),
/Game/Vein/BuildObjects/Utilities/BP_Planter01_Large.Default__BP_Planter01_Large_C:Planter.UsableName,,8CFB533E4705B343FDABF388564878E3,Planter (Large),
/Game/Vein/BuildObjects/Utilities/BP_Planter01_Medium.BP_Planter01_Medium_C:Furniture_GEN_VARIABLE.UsableName,,56C640454E9F1EBEBA24A3A2A13546CD,Planter (Medium),
/Game/Vein/BuildObjects/Utilities/BP_Planter01_Medium.Default__BP_Planter01_Medium_C:Planter.UsableName,,FAC48E2B4A93ECEBCBC7FB8A04FCBA9C,Planter (Medium),
/Game/Vein/BuildObjects/Utilities/BP_Planter01_Single.BP_Planter01_Single_C:Furniture_GEN_VARIABLE.UsableName,,C025E6D8411B7C4E50AF6F90E2E1FA6F,"Planter (Medium, Single)",
/Game/Vein/BuildObjects/Utilities/BP_Planter01_Single.Default__BP_Planter01_Single_C:Planter.UsableName,,E03CEC184FC00B949BEE0CA83376D6B9,"Planter (Medium, Single)",
/Game/Vein/BuildObjects/Utilities/BP_Planter01_Small.BP_Planter01_Small_C:Furniture_GEN_VARIABLE.UsableName,,0026ED94417DB44FEE180186CF37B46D,Planter (Small),
/Game/Vein/BuildObjects/Utilities/BP_Planter01_Small.Default__BP_Planter01_Small_C:Planter.UsableName,,195DFD644438DD52B05144BCA91CF0F0,Planter (Small),
/Game/Vein/BuildObjects/Utilities/BP_Planter02_Large.BP_Planter02_Large_C:Furniture_GEN_VARIABLE.UsableName,,A6B999CF49BDF3484D920CB5E702E0AF,Planter (Large),
/Game/Vein/BuildObjects/Utilities/BP_Planter02_Large.Default__BP_Planter02_Large_C:Planter.UsableName,,081EE0BA42DA2DAD03A27CBBB4768EC1,Planter (Large),
/Game/Vein/BuildObjects/Utilities/BP_Planter02_Medium.BP_Planter02_Medium_C:Furniture_GEN_VARIABLE.UsableName,,0F86EB4A4404D1943EE2068BB6B396DB,Planter (Medium),
/Game/Vein/BuildObjects/Utilities/BP_Planter02_Medium.Default__BP_Planter02_Medium_C:Planter.UsableName,,F9D896D14BAE912A2425AA92E470B85D,Planter (Medium),
/Game/Vein/BuildObjects/Utilities/BP_Planter02_Single.BP_Planter02_Single_C:Furniture_GEN_VARIABLE.UsableName,,8C95E604494384018507C591E9DB0F67,"Planter (Small, Single)",
/Game/Vein/BuildObjects/Utilities/BP_Planter02_Single.Default__BP_Planter02_Single_C:Planter.UsableName,,93522DF0477BCD7C15042C82D9F51899,"Planter (Small, Single)",
/Game/Vein/BuildObjects/Utilities/BP_Planter02_Small.BP_Planter02_Small_C:Furniture_GEN_VARIABLE.UsableName,,F7B7C52A4BEF336324EA959708D8EDA4,Planter (Small),
/Game/Vein/BuildObjects/Utilities/BP_Planter02_Small.Default__BP_Planter02_Small_C:Planter.UsableName,,7C3338F744836187EA277B8C8DA91856,Planter (Small),
/Game/Vein/BuildObjects/Utilities/BP_Planter03_Single.BP_Planter03_Single_C:Furniture_GEN_VARIABLE.UsableName,,3CD19B8145218129B7AF40BFCC4DDFCA,"Planter (Small, Single)",
/Game/Vein/BuildObjects/Utilities/BP_Planter03_Single.Default__BP_Planter03_Single_C:Planter.UsableName,,A2AFC51346A2EAA3DB99E98688041020,"Planter (Small, Single)",
/Game/Vein/BuildObjects/Utilities/BP_RainCollector.BP_RainCollector_C:Furniture_GEN_VARIABLE.UsableName,,6384AA4145856C9C5AF825BE6AFD4881,Rain Collector,
/Game/Vein/BuildObjects/Utilities/BP_RainCollector.Default__BP_RainCollector_C:Wireable Target.UsableName,,6BF637454A5635C713AB608869A4D03A,Rain Collector,
/Game/Vein/BuildObjects/Utilities/BP_Well.BP_Well_C:Furniture_GEN_VARIABLE.UsableName,,E17E08A649792626B973129422D31C15,Well,
/Game/Vein/BuildObjects/Utilities/BP_Well.Default__BP_Well_C:Wireable Target.UsableName,,816BD09641F8E332A77B408A5D73AC48,Rain Collector,
/Game/Vein/BuildObjects/Workbenches/BO_AdvancedCharcoalKiln.BO_AdvancedCharcoalKiln.Description,,8D652F244B2C8EDFFD086888CD30B69B,An apparatus that refines charcoal into refined charcoal and mined coal into coke.,
/Game/Vein/BuildObjects/Workbenches/BO_AdvancedCharcoalKiln.BO_AdvancedCharcoalKiln.Name,,2E1347D84324280B0FDF80BC73ED0625,Advanced Charcoal Kiln,
/Game/Vein/BuildObjects/Workbenches/BO_Campfire.BO_Campfire.Description,,DD3652644AFFDB3388F50CB9C6C6461E,Used to cook food and stay warm.,
/Game/Vein/BuildObjects/Workbenches/BO_Campfire.BO_Campfire.Name,,844D68DC4ECF52BC03C094BED359C458,Campfire,
/Game/Vein/BuildObjects/Workbenches/BO_CharcoalKiln.BO_CharcoalKiln.Description,,35E6A9C24B4EFC94635BD0B633652DDF,An apparatus that refines logs into charcoal.,
/Game/Vein/BuildObjects/Workbenches/BO_CharcoalKiln.BO_CharcoalKiln.Name,,B56504324932BFDFAE9B17907396DD0B,Makeshift Charcoal Kiln,
/Game/Vein/BuildObjects/Workbenches/BO_IndustrialForge.BO_IndustrialForge.Description,,0A8A285741AB75FAE95296ACE00A8E9C,"Converts ore and scrap into ingots. Can burn at hotter temperatures and has two slots, allowing the user to work with steel and other hi-tier metals.

You'll need a heat source to fuel it, which can be made with a Charcoal Kiln.",
/Game/Vein/BuildObjects/Workbenches/BO_IndustrialForge.BO_IndustrialForge.Name,,4880EBE9405634B64FAA5D802EA60A36,Industrial Forge,
/Game/Vein/BuildObjects/Workbenches/BO_MakeshiftForge.BO_MakeshiftForge.Description,,93EAD2BA4FB3CE1E511A0D81068B0CE8,"Converts ore and scrap into ingots.

You'll need a heat source to fuel it, which can be made with a Charcoal Kiln.",
/Game/Vein/BuildObjects/Workbenches/BO_MakeshiftForge.BO_MakeshiftForge.Name,,49BDD69A4B4E49E2C148F19F9EF7EEEF,Makeshift Forge,
/Game/Vein/BuildObjects/Workbenches/BO_SchematicTable.BO_SchematicTable.Description,,AC058DBC46A25EC2BC5CC68B321B94FC,"A workspace to understand schematics better.

Schematics require half the stat requirements when decoded with this workbench.",
/Game/Vein/BuildObjects/Workbenches/BO_SchematicTable.BO_SchematicTable.Name,,99A5A30A4588F2BDAD4B9D84ED0003B7,Schematic Table,
/Game/Vein/BuildObjects/Workbenches/BO_Workbench.BO_Workbench.Description,,A67419B446EC2328ADEC2BA1137ECDC5,"A crafting surface, used to build simple things.",
/Game/Vein/BuildObjects/Workbenches/BO_Workbench.BO_Workbench.Name,,C1C808A54F30B6357BFBD38219241395,Standard Workbench,Banco da lavoro standard
/Game/Vein/BuildObjects/Workbenches/BO_WorkbenchAdvanced.BO_WorkbenchAdvanced.Description,,3A9F9EA8441AEF040E17148C41D148E0,"A crafting surface, used to build advanced things.","Una superficie di lavorazione, usata per costruire cose avanzate."
/Game/Vein/BuildObjects/Workbenches/BO_WorkbenchAdvanced.BO_WorkbenchAdvanced.Name,,6B06F4DD4916382C638FC8B3D72780FC,Advanced Workbench,Banco da lavoro avanzato
/Game/Vein/BuildObjects/Workbenches/BO_WorkbenchFabrication.BO_WorkbenchFabrication.Description,,8D08769B419E6DB92E3BB497C4366948,A professional crafting surface.,Una superficie di lavorazione professionale.
/Game/Vein/BuildObjects/Workbenches/BO_WorkbenchFabrication.BO_WorkbenchFabrication.Name,,2A9851B2440FACA7E0BA7ABBA2E88DD1,Fabrication Workbench,Banco da Lavoro
/Game/Vein/BuildObjects/Workbenches/BO_WorkbenchRepair.BO_WorkbenchRepair.Description,,D07FA90A4419C616F47E2C96EE509559,A surface to repair items.,
/Game/Vein/BuildObjects/Workbenches/BO_WorkbenchRepair.BO_WorkbenchRepair.Name,,375CE1554C5BC4FDFF27BBBE387D7938,Repair Workbench,
/Game/Vein/BuildObjectTiers/BOT_Cooking.BOT_Cooking.Label,,90E14A3D4EC349A3B7E5459ED413CA89,Cooking,
/Game/Vein/BuildObjectTiers/BOT_Crates.BOT_Crates.Label,,F06938E642C69EDC6CA28087415F976D,Crates,
/Game/Vein/BuildObjectTiers/BOT_CrateShelves.BOT_CrateShelves.Label,,BD55EADC4B9B0479CBBC619023BF4206,Crate Shelves,
/Game/Vein/BuildObjectTiers/BOT_Electricity.BOT_Electricity.Label,,A5D9588545D72AE05EBAAA944D0E22CD,Electricity,
/Game/Vein/BuildObjectTiers/BOT_Farming.BOT_Farming.Label,,7BEE465B4F4E947150A3789F150701BE,Farming,Agricoltura
/Game/Vein/BuildObjectTiers/BOT_FluidContainers.BOT_FluidContainers.Label,,3F419F1E4862E18EE64B32836423AE20,Fluid Containers,
/Game/Vein/BuildObjectTiers/BOT_Fluids.BOT_Fluids.Label,,7FB025B4417D7050DC99BCA7B64644B8,Fluids,
/Game/Vein/BuildObjectTiers/BOT_FortifiedWood.BOT_FortifiedWood.Label,,911CF37043A308AC9AA4AEA3AA78E1C6,"Tier 2 - Wood, Fortified",
/Game/Vein/BuildObjectTiers/BOT_Furniture.BOT_Furniture.Label,,1F256C3943D7F248812EA1BAB0A679A2,Furniture,
/Game/Vein/BuildObjectTiers/BOT_Lights.BOT_Lights.Label,,82B8A7704BC3244F40A70DB931466854,Lights,
/Game/Vein/BuildObjectTiers/BOT_LimestoneBrick.BOT_LimestoneBrick.Label,,CD2FF59F442E96AC189D3B8677812A76,Tier 3 - Limestone Brick,
/Game/Vein/BuildObjectTiers/BOT_MaterialStorage.BOT_MaterialStorage.Label,,822B9E034E7546817695FAB9F30312D6,Material Storage,
/Game/Vein/BuildObjectTiers/BOT_Misc.BOT_Misc.Label,,FBF7A6F949031A3CA4485DB7B11CF34B,Misc.,Varie
/Game/Vein/BuildObjectTiers/BOT_Refineries.BOT_Refineries.Label,,C8BD914C4ABF472481B2148047C7024B,Refineries,
/Game/Vein/BuildObjectTiers/BOT_ScrapWood.BOT_ScrapWood.Label,,6AB277164BC7057DD691FF9388CA1AAA,"Tier 1 - Wood, Scrap",
/Game/Vein/BuildObjectTiers/BOT_SkillFurniture.BOT_SkillFurniture.Label,,79F5774A499FF746C4DC8FB13385946E,Skill Furniture,
/Game/Vein/BuildObjectTiers/BOT_TemperatureControl.BOT_TemperatureControl.Label,,0A441E20456B894F72B3AB9E94319204,Temperature Control,
/Game/Vein/BuildObjectTiers/BOT_Well-being.BOT_Well-being.Label,,EB48075D4E5F6AEF221351BF7A6D5A7E,Well-being,
/Game/Vein/BuildObjectTiers/BOT_Workbenches.BOT_Workbenches.Label,,C0F96B2648870D459DD95BBF8380A0EB,Workbenches,
/Game/Vein/ChatCommands/CC_Admin.Default__CC_Admin_C.Description,,F79A15F549CB663A366DC6BC8381BC3D,/a - Speak to admins.,
/Game/Vein/ChatCommands/CC_Admin.Default__CC_Admin_C.Name,,3EED0F73432DC9C499901AA45D19EAE0,Admin,
/Game/Vein/ChatCommands/CC_Global.Default__CC_Global_C.Description,,A2AA2B2C490D6DA5B45A019748AEBDFF,/g - Speak to everyone on the server.,/g - Parla con tutti sul server.
/Game/Vein/ChatCommands/CC_Global.Default__CC_Global_C.Name,,576DCAB948E8D69A31EA96852824D1E5,Global,
/Game/Vein/ChatCommands/CC_Local.Default__CC_Local_C.Description,,A0A0F3F04D6C9C8A2BE15CA1A37EDEBA,/l - Speak to people nearby you. This is the default option.,/l - Parla con le persone vicino a te. Questa è l'opzione predefinita.
/Game/Vein/ChatCommands/CC_Local.Default__CC_Local_C.Name,,00B6C9C34E65FE7949ED7D8FA6961607,Local,
/Game/Vein/ChatCommands/CC_Radio.CC_Radio_C:CanUseCommand [Script Bytecode],,3B32F8084382430267E0868EC5BBF6EC,You need a handheld radio turned on to do that.,
/Game/Vein/ChatCommands/CC_Radio.CC_Radio_C:GetChatMessage [Script Bytecode],,90C3F4514F19CBB58BD9739D888862C8,[Radio] <Radio>{Player Name}</>: {Message},
/Game/Vein/ChatCommands/CC_Radio.Default__CC_Radio_C.Description,,11BEF6384961235E0218429BA70A1913,"/r - Speak over a radio, if you have one.",
/Game/Vein/ChatCommands/CC_Radio.Default__CC_Radio_C.Name,,F7C6B1604C36E908F4F8AA899A9AC55B,Radio,
/Game/Vein/ChatCommands/CC_Whisper.Default__CC_Whisper_C.Description,,8C1ED8FD412633EA482715BF37F6DBBF,/w - Speak to people right beside you.,/w - Parla con le persone accanto a te.
/Game/Vein/ChatCommands/CC_Whisper.Default__CC_Whisper_C.Name,,B32BE8F24BFDE7846D4D2DBCB09EAB10,Whisper,
/Game/Vein/ChatCommands/CC_Yell.Default__CC_Yell_C.Description,,240B9554410291F327A0FDB0CBD09A49,/y - Yell to people distant from you.,/y - Urla a persone lontane da te.
/Game/Vein/ChatCommands/CC_Yell.Default__CC_Yell_C.Name,,651B45B847A9CA01DD43DDB85FA55332,Yell,
/Game/Vein/Conditions/C_AnaphylacticShock.C_AnaphylacticShock_C:GetName [Script Bytecode],,0B0D15C54AA2FA1425595990DF6AC203,Severe Anaphylactic Shock,Grave Shock Anafilattico
/Game/Vein/Conditions/C_AnaphylacticShock.C_AnaphylacticShock_C:GetName [Script Bytecode],,32DB21064D27D1FE2D745C8062124AFA,Anaphylactic Shock,Shock anafilattico
/Game/Vein/Conditions/C_AnaphylacticShock.Default__C_AnaphylacticShock_C.Description,,08A2B7B94A1E2B562DC0FEB16E4A39BF,You are having a severe allergic reaction.,Stai avendo una grave reazione allergica.
/Game/Vein/Conditions/C_AnaphylacticShock.Default__C_AnaphylacticShock_C.Name,,59904C334536EF9DAF7DCC874A57D790,Anaphylactic Shock,Shock anafilattico
/Game/Vein/Conditions/C_Antidepressed.Default__C_Antidepressed_C.Description,,7EF601EE42C22ABFCC7649951A93E538,Your emotions are blunted. Stress reduced.,
/Game/Vein/Conditions/C_Antidepressed.Default__C_Antidepressed_C.Name,,52F0F9324EC00C1EEBCCBD81DD3940DC,Antidepressed,
/Game/Vein/Conditions/C_Asphyxiating.Default__C_Asphyxiating_C.Descriptions(0 - Value).Descriptions,,E6B85F95439D0C8E288FE5B1D01401EC,There's no oxygen here. You need to find air.,
/Game/Vein/Conditions/C_Asphyxiating.Default__C_Asphyxiating_C.Descriptions(1 - Value).Descriptions,,200B04E34FA7904E3F27D0B62D87E914,You don't know how much longer you can hold your breath.,
/Game/Vein/Conditions/C_Asphyxiating.Default__C_Asphyxiating_C.Descriptions(2 - Value).Descriptions,,82E8BDDD4827B5B05628EDA9735E98B9,You're holding your breath in a low-oxygen environment.,
/Game/Vein/Conditions/C_Asphyxiating.Default__C_Asphyxiating_C.Names(0 - Value).Names,,3696FBA54557F24ADA7150B24E10274D,Asphyxiating,
/Game/Vein/Conditions/C_Asphyxiating.Default__C_Asphyxiating_C.Names(1 - Value).Names,,46CAE4144299B23DCBCC54BD46283BCB,About to Asphyxiate,
/Game/Vein/Conditions/C_Asphyxiating.Default__C_Asphyxiating_C.Names(2 - Value).Names,,E4DE8A0044A4C41DD7FBD48C94357CA9,Holding Breath,
/Game/Vein/Conditions/C_BiteWound.Default__C_BiteWound_C.Names(0 - Value).Names,,08A9353A4785E30F5DAF50A3528EC527,Bleeding Bite,
/Game/Vein/Conditions/C_BiteWound.Default__C_BiteWound_C.Names(1 - Value).Names,,8D8C905741E6CFEB4704959E2C63B929,Bite,
/Game/Vein/Conditions/C_BloodPoisoned.Default__C_BloodPoisoned_C.Description,,820ABFD64C9167E1A3322EB161482766,You have injected something toxic into your veins.,
/Game/Vein/Conditions/C_BloodPoisoned.Default__C_BloodPoisoned_C.Name,,84A78F224DB19D3F4C436EB449882782,Blood Poisoned,
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Description,,614EB7674A0638DDC644AC8D359439FC,The result of blunt injury. Should heal by itself.,
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Descriptions(0 - Value).Descriptions,,AC9CA2F04CE18F75CC841CB436D72275,It looks like a car hit you. It'll heal by itself.,
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Descriptions(1 - Value).Descriptions,,0F5481BC49766013D84658A445C51487,It looks like a pro wrestler hit you. It'll heal by itself.,
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Descriptions(2 - Value).Descriptions,,EB4182984C1976D6132B07B64FF71824,"You were roughed up by something blunt, even more. It'll heal by itself.",
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Descriptions(3 - Value).Descriptions,,F116356C4B8F64180966128A3AAEBAF3,You were roughed up by something blunt. It'll heal by itself.,
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Name,,63DB89FF4CCC08E1360FFF898F26CB0E,Bruised,Ferito
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Names(0 - Value).Names,,CA3526AE4711F194F24C07AECA17C00A,Third-degree Bruises,
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Names(1 - Value).Names,,1E1BB77E41F98A8F871F32A6D5A68ACB,Severely Bruised,
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Names(2 - Value).Names,,4D7C52E14CE588A4A42930802DF9115A,Moderately Bruised,
/Game/Vein/Conditions/C_BluntWound.Default__C_BluntWound_C.Names(3 - Value).Names,,7B0FE51E402CF609D9A1218C8A6BE203,Slightly Bruised,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Description,,1D9CDDCF494217C32DB9EE8127ADD8F8,Your arm is broken.,Il tuo braccio è rotto.
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Descriptions(0 - Value).Descriptions,,F33321F64D99077686FA20BCEBE235F6,Your situation is not very Humerus. A splint will help it heal faster.,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Descriptions(1 - Value).Descriptions,,41AAB204464169D36119D89D8C85E0B7,You have a severe arm fracture. It's incredibly painful to use. A splint will help it heal faster.,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Descriptions(2 - Value).Descriptions,,F8BE08474CCBE21E3024B5A4085E5995,You have a moderate arm fracture. A splint will help it heal faster.,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Descriptions(3 - Value).Descriptions,,29B8C58D4706B1BC8A283E999F7B6D48,You gave yourself a slight arm fracture and it's hard to use. A splint will help it heal faster.,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.FlagNames(0 - Value).FlagNames,,A59A5550483C3130FB4EE3A1D6F28018,Set,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.FlagRemovalDamages(0).FlagRemovalDamages.RemovalNotification,,C16CC2654DDAB15F478C47B5B4245552,Your splint broke.,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.FlagRemovalDamages(1).FlagRemovalDamages.RemovalNotification,,DD43D8E241C0CA6CA7DAFFA7C135D3FF,Your splint broke.,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Name,,86AFA4B04F811F282E3263B53763C6FA,Broken Arm,Braccio rotto
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Names(0 - Value).Names,,9995B37D407F69982FB2209113ADE1C4,Very Severely Broken Arm,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Names(1 - Value).Names,,6D32CA264105E75F3FF89983DF969F56,Severely Broken Arm,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Names(2 - Value).Names,,729351004FB59FA9C7D65E968D20CD28,Moderately Broken Arm,
/Game/Vein/Conditions/C_BrokenArm.Default__C_BrokenArm_C.Names(3 - Value).Names,,1A33241E48254E65E3742AAD043B6806,Slightly Broken Arm,
/Game/Vein/Conditions/C_BrokenLeg.Default__C_BrokenLeg_C.Description,,464D737642900460F3BCED88891582CE,Your leg is broken.,La tua gamba è rotta.
