Source Location,Namespace,Key,Original,Translated
/Game/Vein/Containers/Residential/Bedroom/BP_Nightstand02.Default__BP_Nightstand02_C:Inventory.Name,,C11295EB48521D18AE891DAE1B624762,Nightstand,Nachtkastje
/Game/Vein/Containers/Residential/Bedroom/BP_Nightstand02_Cabin.BP_Nightstand02_Cabin_C:Furniture_GEN_VARIABLE.UsableName,,5FBE3FFE4D7BE8A54B1B94B8FF95E9C6,Nightstand,Nachtkastje
/Game/Vein/Containers/Residential/Bedroom/BP_Nightstand02_Cabin.Default__BP_Nightstand02_Cabin_C:Inventory.Name,,7C8DEF5D4815FCF298FA98A53FD3076C,Nightstand,Nachtkastje
/Game/Vein/Containers/Residential/Bedroom/BP_Nightstand03.BP_Nightstand03_C:Furniture_GEN_VARIABLE.UsableName,,B22074CA40DD696C046318930C4E4532,Nightstand,Nachtkastje
/Game/Vein/Containers/Residential/Bedroom/BP_Nightstand03.Default__BP_Nightstand03_C:Inventory.Name,,0FF13EED491F90171EC18C9BD0C8B9BB,Nightstand,Nachtkastje
/Game/Vein/Containers/Residential/Bedroom/BP_Sidetable01.BP_Sidetable01_C:Furniture_GEN_VARIABLE.UsableName,,5ADCEDC54BE97795AF5BC699C34ACD5A,Side Table,Bijzettafel
/Game/Vein/Containers/Residential/Bedroom/BP_Sidetable01.Default__BP_Sidetable01_C:Inventory.Name,,9EEED73646EB3A531A27E79C5FF92813,Side Table,Bijzettafel
/Game/Vein/Containers/Residential/Bedroom/BP_Sidetable02.BP_Sidetable02_C:Furniture_GEN_VARIABLE.UsableName,,33186038494D582EBCB169BF1C08603F,TV Stand,TV-standaard
/Game/Vein/Containers/Residential/Bedroom/BP_Sidetable02.Default__BP_Sidetable02_C:Inventory.Name,,B771243A443B8C3D466602ABE5D21FFC,TV Stand,TV-standaard
/Game/Vein/Containers/Residential/Bedroom/BP_Sidetable03.BP_Sidetable03_C:Furniture_GEN_VARIABLE.UsableName,,B9AFFF6E418EA321BB123FA50759417A,Side Table,Bijzettafel
/Game/Vein/Containers/Residential/Bedroom/BP_Sidetable03.Default__BP_Sidetable03_C:Inventory.Name,,B90FD18F401A054FF3B9998D6B607572,Side Table,Bijzettafel
/Game/Vein/Containers/Residential/Garage/BP_Bucket01.BP_Bucket01_C:Furniture_GEN_VARIABLE.UsableName,,FAAFE9AC476F9D930D7098ABA3DD4E08,Cracked Bucket,Gebarsten emmer
/Game/Vein/Containers/Residential/Garage/BP_Bucket01.Default__BP_Bucket01_C:Inventory.Name,,8893B1CD4FC32EC16F2F6A940845D3B9,Cracked Bucket,Gebarsten emmer
/Game/Vein/Containers/Residential/Garage/BP_Bucket02.BP_Bucket02_C:Furniture_GEN_VARIABLE.UsableName,,8084EB354AC09308153D04AED7EE34E2,Cracked Bucket,Gebarsten emmer
/Game/Vein/Containers/Residential/Garage/BP_Bucket02.Default__BP_Bucket02_C:Inventory.Name,,C37EFF4B4BC6B730BB8171AB6B16B37F,Cracked Bucket,Gebarsten emmer
/Game/Vein/Containers/Residential/Garage/BP_PlasticTote_Garage.BP_PlasticTote_Garage_C:Furniture_GEN_VARIABLE.UsableName,,6451C446473053136E3CB2BAD79E7FF0,Storage Tote,Opbergtas
/Game/Vein/Containers/Residential/Garage/BP_PlasticTote_Garage.Default__BP_PlasticTote_Garage_C:Inventory.Name,,5A05B2E54560C6A6EC40928C0FDC1BB7,Storage Tote,Opbergtas
/Game/Vein/Containers/Residential/Garage/BP_PlasticTote_ResidentialClothes.BP_PlasticTote_ResidentialClothes_C:Furniture_GEN_VARIABLE.UsableName,,A2A01C6546618AF03EA47DB2F0C28F03,Storage Tote,Opbergtas
/Game/Vein/Containers/Residential/Garage/BP_PlasticTote_ResidentialClothes.Default__BP_PlasticTote_ResidentialClothes_C:Inventory.Name,,C2695FBB47F61AEC23D4C6A21C5C274D,Storage Tote,Opbergtas
/Game/Vein/Containers/Residential/Garage/BP_PlasticTote_ResidentialJunk.BP_PlasticTote_ResidentialJunk_C:Furniture_GEN_VARIABLE.UsableName,,992E54AC4F843E033579C5AC70060018,Storage Tote,Opbergtas
/Game/Vein/Containers/Residential/Garage/BP_PlasticTote_ResidentialJunk.Default__BP_PlasticTote_ResidentialJunk_C:Inventory.Name,,C9A26F534E33A8BFBB99728C0A7B8DC7,Storage Tote,Opbergtas
/Game/Vein/Containers/Residential/Garage/BP_ToolBox01.BP_ToolBox01_C:Furniture_GEN_VARIABLE.UsableName,,09DD7A36440AA48CD4FE41B841C54E95,Toolbox,Gereedschapskist
/Game/Vein/Containers/Residential/Garage/BP_ToolBox01.Default__BP_ToolBox01_C:Inventory.Name,,5E2D6C774E61ED423B0A378ECF7B7EEA,Toolbox,Gereedschapskist
/Game/Vein/Containers/Residential/Garage/BP_ToolShelf01_Garage.BP_ToolShelf01_Garage_C:Furniture_GEN_VARIABLE.UsableName,,E6F322524166BABE6172A994EC3FEC18,Small Tool Chest,Kleine gereedschapskist
/Game/Vein/Containers/Residential/Garage/BP_ToolShelf01_Garage.Default__BP_ToolShelf01_Garage_C:Inventory.Name,,5F5B217D4D11B857401E98B26720C74E,Small Tool Chest,Kleine gereedschapskist
/Game/Vein/Containers/Residential/Garage/BP_ToolShelf01_GarageLarge.BP_ToolShelf01_GarageLarge_C:Furniture_GEN_VARIABLE.UsableName,,B004FC484C22717190F1C9B9C8F13624,Large Tool Chest,Grote gereedschapskist
/Game/Vein/Containers/Residential/Garage/BP_ToolShelf01_GarageLarge.Default__BP_ToolShelf01_GarageLarge_C:Inventory.Name,,445F7FEB48A631490493E7B7AB18C23E,Large Tool Chest,Grote gereedschapskist
/Game/Vein/Containers/Residential/Garage/BP_ToolShelf02_Garage.BP_ToolShelf02_Garage_C:Furniture_GEN_VARIABLE.UsableName,,B8802B3B4A58FC6A3EA5D2BEF12ADB71,Tool Chest,Gereedschapskist
/Game/Vein/Containers/Residential/Garage/BP_ToolShelf02_Garage.Default__BP_ToolShelf02_Garage_C:Inventory.Name,,70ED34F3421082E4871B32A1E031C91C,Tool Chest,Gereedschapskist
/Game/Vein/Containers/Residential/Garage/BP_WoodenBox_Garage.BP_WoodenBox_Garage_C:Furniture_GEN_VARIABLE.UsableName,,DAEB2EB44C667AC2C99D5297F7DE8208,Wooden Box,Houten kist
/Game/Vein/Containers/Residential/Garage/BP_WoodenBox_Garage.Default__BP_WoodenBox_Garage_C:Inventory.Name,,047FF1724C51E83CC3EEBCAB88642D9F,Wooden Box,Houten kist
/Game/Vein/Containers/Residential/Kitchen/BP_CookieBox.BP_CookieBox_C:Furniture_GEN_VARIABLE.UsableName,,39EB07EB47D7556D54E48484A0755157,Cookie Jar,Koekjestrommel
/Game/Vein/Containers/Residential/Kitchen/BP_CookieBox.Default__BP_CookieBox_C:Inventory.Name,,58CEB05A4799018FF67C55ADC7CD9B71,Cookie Jar,Koekjestrommel
/Game/Vein/Containers/Residential/Kitchen/BP_Counter_01.BP_Counter_01_C:Furniture_GEN_VARIABLE.UsableName,,008AD0A94D6687F4077B0FB26351E1AC,Counter w/ Drawers,Toonbank met lades
/Game/Vein/Containers/Residential/Kitchen/BP_Counter_01.Default__BP_Counter_01_C:Inventory.Name,,AB0FDA4D4EEF76701829C1A39DCCE743,Counter w/ Drawers,Toonbank met lades
/Game/Vein/Containers/Residential/Kitchen/BP_Counter_04.BP_Counter_04_C:Furniture_GEN_VARIABLE.UsableName,,045378B6426CA4876EC4669CAD52D3E9,Counter w/ Cabinets,Toonbank met kasten
/Game/Vein/Containers/Residential/Kitchen/BP_Counter_04.Default__BP_Counter_04_C:Inventory.Name,,A7064DDE4E7B3C7C8DEF72849315946F,Counter w/ Cabinets,Toonbank met kasten
/Game/Vein/Containers/Residential/Kitchen/BP_Counter_05.BP_Counter_05_C:Furniture_GEN_VARIABLE.UsableName,,3111E2D24C2479F68A70CB83F43A80CC,Short Counter,Korte teller
/Game/Vein/Containers/Residential/Kitchen/BP_Counter_05.Default__BP_Counter_05_C:Inventory.Name,,999BF28A447B931093C3209318AF9B76,Short Counter,Korte teller
/Game/Vein/Containers/Residential/Kitchen/BP_FancyPantry.BP_FancyPantry_C:Furniture_GEN_VARIABLE.UsableName,,1B9810684BCEFA70B78148B6206275B1,Fancy Pantry,Fancy voorraadkast
/Game/Vein/Containers/Residential/Kitchen/BP_FancyPantry.Default__BP_FancyPantry_C:Inventory.Name,,1CE4E4BB408B89F649CC2785C0BD4F54,Fancy Pantry,Fancy voorraadkast
/Game/Vein/Containers/Residential/Kitchen/BP_PetBowl.BP_PetBowl_C:Furniture_GEN_VARIABLE.UsableName,,20A8FBF5416C802696E1EB8E86A91347,Pet Bowl,Huisdier Bak
/Game/Vein/Containers/Residential/Kitchen/BP_PetBowl.Default__BP_PetBowl_C:Inventory.Name,,F41B2ABB4AE7C518FC05A9A6623EA079,Pet Bowl,Huisdier Bak
/Game/Vein/Containers/Residential/Kitchen/BP_TallCounter_01.BP_TallCounter_01_C:Furniture_GEN_VARIABLE.UsableName,,448953AF43ED753EF78275B87F4D9CA2,Large Pantry,Grote voorraadkast
/Game/Vein/Containers/Residential/Kitchen/BP_TallCounter_01.Default__BP_TallCounter_01_C:Inventory.Name,,D61FF0D9419922CD4F3D1299662BB19C,Large Pantry,Grote voorraadkast
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_01.BP_UpperCabinet_01_C:Furniture_GEN_VARIABLE.UsableName,,85C2D7584781137AD91426BC94798D42,Windowed Cabinets,Kasten met raam
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_01.Default__BP_UpperCabinet_01_C:Inventory.Name,,666D203F45228BC3581FBFA1535AA334,Windowed Cabinets,Kasten met raam
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_02.BP_UpperCabinet_02_C:Furniture_GEN_VARIABLE.UsableName,,0A3A034D42AFA578499A24B87721CAD3,Cabinet w/ Range Hood,Kast met afzuigkap
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_02.Default__BP_UpperCabinet_02_C:Inventory.Name,,E1A49561460BFBE5A46A60A7D0FDB466,Cabinet w/ Range Hood,Kast met afzuigkap
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_03.BP_UpperCabinet_03_C:Furniture_GEN_VARIABLE.UsableName,,43E384B24A1E3A51EEA3AFA7286DCFF2,Upper Cabinets,Bovenste kasten
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_03.Default__BP_UpperCabinet_03_C:Inventory.Name,,466039DD44A072A9FBA3E2A9EAA8BFEA,Upper Cabinets,Bovenste kasten
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_04.BP_UpperCabinet_04_C:Furniture_GEN_VARIABLE.UsableName,,587B89D6479AE484888C8AADC19AF6A9,Corner Cabinet,Hoek Kast
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_04.Default__BP_UpperCabinet_04_C:Inventory.Name,,0DAB34E444DCAEEE09AB679C3E52288C,Corner Cabinet,Hoek Kast
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_05.BP_UpperCabinet_05_C:Furniture_GEN_VARIABLE.UsableName,,5512AF014BC019B2E2B500ACC0D16400,Cabinet w/ Towel Rack,Kast met handdoekrek
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_05.Default__BP_UpperCabinet_05_C:Inventory.Name,,947666114A0516A54E40CEA18685037C,Cabinet w/ Towel Rack,Kast met handdoekrek
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_06.BP_UpperCabinet_06_C:Furniture_GEN_VARIABLE.UsableName,,7C07EF5B4186FD4323F7C59D60BFF384,Short Cabinet,Korte kast
/Game/Vein/Containers/Residential/Kitchen/BP_UpperCabinet_06.Default__BP_UpperCabinet_06_C:Inventory.Name,,FF2D9A0A456C06BC6812CE9BB211B62F,Short Cabinet,Korte kast
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_Counter_01_Rich.BP_Counter_01_Rich_C:Furniture_GEN_VARIABLE.UsableName,,5E8612FE46720B826D3359ACC3B21EE2,Counter w/ Drawers,Toonbank met lades
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_Counter_01_Rich.Default__BP_Counter_01_Rich_C:Inventory.Name,,8B82082D4FB60275C0B08C87E05940ED,Counter w/ Drawers,Toonbank met lades
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_Counter_04_Island_Rich.BP_Counter_04_Island_Rich_C:Furniture_GEN_VARIABLE.UsableName,,CC1BD9954AFD0908627622867FB4E8DB,Counter w/ Cabinets,Toonbank met kasten
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_Counter_04_Island_Rich.Default__BP_Counter_04_Island_Rich_C:Inventory.Name,,B6105F86484C0E1F781C36ACE3342784,Counter w/ Cabinets,Toonbank met kasten
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_Counter_04_Rich.BP_Counter_04_Rich_C:Furniture_GEN_VARIABLE.UsableName,,DAB352D840C332F8CA9A8391E2D7A88F,Counter w/ Cabinets,Toonbank met kasten
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_Counter_04_Rich.Default__BP_Counter_04_Rich_C:Inventory.Name,,B58061724B19E694CA366B8F31F4B68B,Counter w/ Cabinets,Toonbank met kasten
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_Counter_05_Rich.BP_Counter_05_Rich_C:Furniture_GEN_VARIABLE.UsableName,,D95BD60146ABBD1BEC7A739F78DE7F3C,Short Counter,Korte teller
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_Counter_05_Rich.Default__BP_Counter_05_Rich_C:Inventory.Name,,9DC88D30450E64E1C101508B9144727A,Short Counter,Korte teller
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_TallCounter_01_Rich.BP_TallCounter_01_Rich_C:Furniture_GEN_VARIABLE.UsableName,,71FDC750445B1C1C1857BAA884E38CD4,Large Pantry,Grote voorraadkast
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_TallCounter_01_Rich.Default__BP_TallCounter_01_Rich_C:Inventory.Name,,A84FD762427A9E4A5D3741BD456C0741,Large Pantry,Grote voorraadkast
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_01_Rich.BP_UpperCabinet_01_Rich_C:Furniture_GEN_VARIABLE.UsableName,,60680FD34B1A7863667A6B83CA66816F,Windowed Cabinets,Kasten met raam
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_01_Rich.Default__BP_UpperCabinet_01_Rich_C:Inventory.Name,,265B574F4C48CA6870250EB7D5D660C7,Windowed Cabinets,Kasten met raam
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_02_Rich.BP_UpperCabinet_02_Rich_C:Furniture_GEN_VARIABLE.UsableName,,EB41AA374F4B834B07568EBF2605437E,Cabinet w/ Range Hood,Kast met afzuigkap
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_02_Rich.Default__BP_UpperCabinet_02_Rich_C:Inventory.Name,,EDA1A61240F82143E674E0BC88AD12B5,Cabinet w/ Range Hood,Kast met afzuigkap
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_03_Rich.BP_UpperCabinet_03_Rich_C:Furniture_GEN_VARIABLE.UsableName,,0F9942374844DE86344D00B10EE847E4,Upper Cabinets,Bovenste kasten
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_03_Rich.Default__BP_UpperCabinet_03_Rich_C:Inventory.Name,,3AA68B6C40CCD64C77EFABAFDDCF8A09,Upper Cabinets,Bovenste kasten
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_05_Rich.BP_UpperCabinet_05_Rich_C:Furniture_GEN_VARIABLE.UsableName,,306E6A244BD83E0BDA8B4A96AB503CE9,Cabinet w/ Towel Rack,Kast met handdoekrek
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_05_Rich.Default__BP_UpperCabinet_05_Rich_C:Inventory.Name,,1BCABB7D42339BEFE551A3BE4BC9A4F3,Cabinet w/ Towel Rack,Kast met handdoekrek
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_06_Rich.BP_UpperCabinet_06_Rich_C:Furniture_GEN_VARIABLE.UsableName,,815DE99E4332122F33BD839E8F0ED7F3,Short Cabinet,Korte kast
/Game/Vein/Containers/Residential/Kitchen/Rich/BP_UpperCabinet_06_Rich.Default__BP_UpperCabinet_06_Rich_C:Inventory.Name,,45D9E5D441F60A216CA7BBA343E20E51,Short Cabinet,Korte kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Bookshelf01.BP_Bookshelf01_C:Furniture_GEN_VARIABLE.UsableName,,2BAF9F33400BF5C37EF4D889608526DC,Bookshelf Cabinet,Boekenplank Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Bookshelf01.Default__BP_Bookshelf01_C:Inventory.Name,,BF36BB9B43B780B2D0C271B10DD63978,Bookshelf Cabinet,Boekenplank Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Bookshelf02.BP_Bookshelf02_C:Furniture_GEN_VARIABLE.UsableName,,A20D4C404BB17A79E688B6A2F73D2688,Bookshelf Cabinet,Boekenplank Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Bookshelf02.Default__BP_Bookshelf02_C:Inventory.Name,,AA27E89F421AFE1FB19D57B9ACB28B5C,Bookshelf Cabinet,Boekenplank Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Cabinet01.BP_Cabinet01_C:Furniture_GEN_VARIABLE.UsableName,,5D4F3E534E7D0B4A100B32943A5BC813,Cabinet,Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Cabinet01.Default__BP_Cabinet01_C:Inventory.Name,,6A7116524C9B566419ECD29AFCB686C3,Cabinet,Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Cabinet01_Cabin.BP_Cabinet01_Cabin_C:Furniture_GEN_VARIABLE.UsableName,,98C3752F43D824D6B5442E9BA48CCCBD,Cabinet,Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Cabinet01_Cabin.Default__BP_Cabinet01_Cabin_C:Inventory.Name,,AD26D73A4537688C2118E6A9E24E8DBB,Cabinet,Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Cabinet02.BP_Cabinet02_C:Furniture_GEN_VARIABLE.UsableName,,1B64F7084C492750049B98BE8AF27E82,Corner Cabinet,Hoek Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Cabinet02.Default__BP_Cabinet02_C:Inventory.Name,,142D7F7B4CD5186BBD5E158053B5986A,Corner Cabinet,Hoek Kast
/Game/Vein/Containers/Residential/LivingSpace/BP_Suitcase01.BP_Suitcase01_C:Furniture_GEN_VARIABLE.UsableName,,E6CBC34A409FFE110E0F06829340B138,Suitcase,Koffer
/Game/Vein/Containers/Residential/LivingSpace/BP_Suitcase01.Default__BP_Suitcase01_C:Inventory.Name,,03A410D4427AA8125FBD2DACA48DFCF0,Suitcase,Koffer
/Game/Vein/Containers/Residential/LivingSpace/BP_WoodPile.BP_WoodPile_C:Furniture_GEN_VARIABLE.UsableName,,5FA3B34849C2A8E56D5B1AA7B7E9F4BB,Log Storage,Opslag van logboeken
/Game/Vein/Containers/Residential/LivingSpace/BP_WoodPile.Default__BP_WoodPile_C:Inventory.Name,,53553EBA467D47145ECC9289843681EB,Log Storage,Opslag van logboeken
/Game/Vein/Containers/Residential/Office/BP_Desk01.BP_Desk01_C:Furniture_GEN_VARIABLE.UsableName,,B41F5E1D460A77F83EC777BE0BB6C95E,Desk,Bureau
/Game/Vein/Containers/Residential/Office/BP_Desk01.Default__BP_Desk01_C:Inventory.Name,,8C099B804EC667DD91E63D95635C4C9C,Desk,Bureau
/Game/Vein/Containers/Residential/Outdoors/BP_Basket01.BP_Basket01_C:Furniture_GEN_VARIABLE.UsableName,,8A53B08A46975C1D3B145A89F56701C6,Basket,Mand
/Game/Vein/Containers/Residential/Outdoors/BP_Basket01.Default__BP_Basket01_C:Inventory.Name,,8BEC3AC04BDCF0BE58E19B84C5C0BA90,Basket,Mand
/Game/Vein/Containers/Residential/Outdoors/BP_Basket02.BP_Basket02_C:Furniture_GEN_VARIABLE.UsableName,,9C8655E947A43F176F4078BCAF315FC1,Basket,Mand
/Game/Vein/Containers/Residential/Outdoors/BP_Basket02.Default__BP_Basket02_C:Inventory.Name,,0031DEDA4DDC7CB80F6C698F0A075A07,Basket,Mand
/Game/Vein/Containers/Residential/Outdoors/BP_BBQGrill01.BP_BBQGrill01_C:Furniture_GEN_VARIABLE.UsableName,,6C3F2DEC44263E2EA7A9659CCEFBC139,Grill,Grill
/Game/Vein/Containers/Residential/Outdoors/BP_BBQGrill01.Default__BP_BBQGrill01_C:Inventory.Name,,CE4C69E749389ECDBFD0938186651B15,Grill,Grill
/Game/Vein/Containers/Residential/Outdoors/BP_BBQGrill02.BP_BBQGrill02_C:Furniture_GEN_VARIABLE.UsableName,,03338CF34456A9554F685E815C4F095E,Grill,Grill
/Game/Vein/Containers/Residential/Outdoors/BP_BBQGrill02.Default__BP_BBQGrill02_C:Inventory.Name,,72F3C55747B916B9430EB692F03F93A2,Grill,Grill
/Game/Vein/Containers/Residential/Outdoors/BP_BBQGrill03.BP_BBQGrill03_C:Furniture_GEN_VARIABLE.UsableName,,BC35B64144D3A6801DDC448873119E0F,Grill,Grill
/Game/Vein/Containers/Residential/Outdoors/BP_BBQGrill03.Default__BP_BBQGrill03_C:Inventory.Name,,9D2129014778D032F293E59B94D70912,Grill,Grill
/Game/Vein/Containers/Residential/Outdoors/BP_Cooler01.BP_Cooler01_C:Furniture_GEN_VARIABLE.UsableName,,1DF280EA4BEC01D26555E98E611FE987,Cooler,Koeler
/Game/Vein/Containers/Residential/Outdoors/BP_Cooler01.Default__BP_Cooler01_C:Inventory.Name,,63C2AF2D4C05753EF967E0B5CEEC4EB1,Cooler,Koeler
/Game/Vein/Containers/Residential/Outdoors/BP_Cooler02.BP_Cooler02_C:Furniture_GEN_VARIABLE.UsableName,,30FDCEDB431048B6AE46A6BF0FC5AC91,Cooler,Koeler
/Game/Vein/Containers/Residential/Outdoors/BP_Cooler02.Default__BP_Cooler02_C:Inventory.Name,,78E934594C76C4D4E19A45BB2EE65E48,Cooler,Koeler
/Game/Vein/Containers/Residential/Outdoors/BP_Cooler03.BP_Cooler03_C:Furniture_GEN_VARIABLE.UsableName,,5C93360F4D0BD4A01960CC8E5FADE2A2,Cooler,Koeler
/Game/Vein/Containers/Residential/Outdoors/BP_Cooler03.Default__BP_Cooler03_C:Inventory.Name,,2F0833F14F5797D499C62B9C36EE647A,Cooler,Koeler
/Game/Vein/Containers/Residential/Outdoors/BP_Cooler03_Beer.BP_Cooler03_Beer_C:Furniture_GEN_VARIABLE.UsableName,,37C5BB24444346371ABC67B5BEFBC737,Cooler,Koeler
/Game/Vein/Containers/Residential/Outdoors/BP_Cooler03_Beer.Default__BP_Cooler03_Beer_C:Inventory.Name,,0620AB2B46390C48CFDFC7A0AA70487E,Cooler,Koeler
/Game/Vein/Containers/Residential/Outdoors/BP_Dufflebag_OutdoorGeneric01.BP_Dufflebag_OutdoorGeneric01_C:Furniture_GEN_VARIABLE.UsableName,,EE4471DD467D44A47509C28D44AD24DD,Duffle Bag,Plunjezak
/Game/Vein/Containers/Residential/Outdoors/BP_Dufflebag_OutdoorGeneric01.Default__BP_Dufflebag_OutdoorGeneric01_C:Inventory.Name,,DF3A03EC4CCC4BD758C261ADCE6436CA,Duffle Bag,Plunjezak
/Game/Vein/Containers/Residential/Outdoors/BP_Dufflebag_OutdoorGeneric02.BP_Dufflebag_OutdoorGeneric02_C:Furniture_GEN_VARIABLE.UsableName,,9F6CD5DA43A9D56265266DA2FAEB7276,Duffle Bag,Plunjezak
/Game/Vein/Containers/Residential/Outdoors/BP_Dufflebag_OutdoorGeneric02.Default__BP_Dufflebag_OutdoorGeneric02_C:Inventory.Name,,33A2129041F101B137D76598B923BCEB,Duffle Bag,Plunjezak
/Game/Vein/Containers/Residential/Outdoors/BP_Footlocker_Cabin.BP_Footlocker_Cabin_C:Furniture_GEN_VARIABLE.UsableName,,DE39F8D446DB3C2025AE8A83C452295B,Footlocker,Footlocker
/Game/Vein/Containers/Residential/Outdoors/BP_Footlocker_Cabin.Default__BP_Footlocker_Cabin_C:Inventory.Name,,F4A0CB404BF69509C715DCBE5693DE1C,Footlocker,Footlocker
/Game/Vein/Containers/Residential/Outdoors/BP_Mailbox01_Residential.BP_Mailbox01_Residential_C:Furniture_GEN_VARIABLE.UsableName,,310855B24ACE7FB8E7F500ACACDFF5D6,Mailbox,Brievenbus
/Game/Vein/Containers/Residential/Outdoors/BP_Mailbox01_Residential.Default__BP_Mailbox01_Residential_C:Inventory.Name,,115BAC5D4169C85DF93B63BFF0DAD5F4,Mailbox,Brievenbus
/Game/Vein/Containers/Residential/Outdoors/BP_Mailbox02_Residential.BP_Mailbox02_Residential_C:Furniture_GEN_VARIABLE.UsableName,,5FDF3D434BA93E0E98A2D598261519D9,Mailbox,Brievenbus
/Game/Vein/Containers/Residential/Outdoors/BP_Mailbox02_Residential.Default__BP_Mailbox02_Residential_C:Inventory.Name,,7771F10F4EFF7C35E5DBA4A9B897ADCE,Mailbox,Brievenbus
/Game/Vein/Containers/Residential/Outdoors/BP_Mailbox03_Residential.BP_Mailbox03_Residential_C:Furniture_GEN_VARIABLE.UsableName,,0CD361094215295272732291812E4C84,Mailbox,Brievenbus
/Game/Vein/Containers/Residential/Outdoors/BP_Mailbox03_Residential.Default__BP_Mailbox03_Residential_C:Inventory.Name,,95F014FF4E9E161B9EC0F680788A53A0,Mailbox,Brievenbus
/Game/Vein/Containers/Residential/Outdoors/BP_Mailbox04_Residential.BP_Mailbox04_Residential_C:Furniture_GEN_VARIABLE.UsableName,,0946611C4EBCABB57CD344ABB098283E,Mailbox,Brievenbus
/Game/Vein/Containers/Residential/Outdoors/BP_Mailbox04_Residential.Default__BP_Mailbox04_Residential_C:Inventory.Name,,A7C0B8AF4DFE68471BF5DB82C67CF7F1,Mailbox,Brievenbus
/Game/Vein/Containers/Residential/Outdoors/BP_Sack_Food.BP_Sack_Food_C:Furniture_GEN_VARIABLE.UsableName,,29AF27104899CB859FBED6A7C45E8CCB,Food Bag,Voedsel Zak
/Game/Vein/Containers/Residential/Outdoors/BP_Sack_Food.Default__BP_Sack_Food_C:Inventory.Name,,4B7FDC354076E573AFDCEBAC4AAC8F31,Food Bag,Voedsel Zak
/Game/Vein/Containers/Residential/Outdoors/BP_Sack_Ores_Tier1.BP_Sack_Ores_Tier1_C:Furniture_GEN_VARIABLE.UsableName,,B6A4207947DF2E1196D87DBCD9AD86CC,Ore Bag,Erts Zak
/Game/Vein/Containers/Residential/Outdoors/BP_Sack_Ores_Tier1.Default__BP_Sack_Ores_Tier1_C:Inventory.Name,,258AA8A1450C7AAE86FAF79AC827B48D,Ore Bag,Erts Zak
/Game/Vein/Containers/Residential/Outdoors/BP_Sack_Ores_Tier2.BP_Sack_Ores_Tier2_C:Furniture_GEN_VARIABLE.UsableName,,F72C55374826E35B9444A68B5F1A0065,Ore Bag,Erts Zak
/Game/Vein/Containers/Residential/Outdoors/BP_Sack_Ores_Tier2.Default__BP_Sack_Ores_Tier2_C:Inventory.Name,,04F043D84C8EDC868FA9389CB08B1340,Ore Bag,Erts Zak
/Game/Vein/Containers/Residential/Outdoors/BP_Shed01.BP_Shed01_C:Furniture_GEN_VARIABLE.UsableName,,5F89349C44FB7CA5091E59BA9AF4911B,Shed,Schuur
/Game/Vein/Containers/Residential/Outdoors/BP_Shed01.Default__BP_Shed01_C:Inventory.Name,,9FA4DFBE49ED6FAB304092A48FA4EF28,Shed,Schuur
